content,polarity
"“@karymonsse: @David_Busta david fechas para mexico existen?”DE MOMENTO NO, YA ME GUSTARIA... un BESAZO!!!",2
"El concurso del gran bulevar de Estepona, más cerca http://t.co/9RSaa1lz",4
"Y retuiteo la mitad de los buenos que me llegan, por no agobiar. #notengoabuela",4
"“@LaraMcS:Sinceramente, la vi con mis amigas por ver algo. Salimos las cuatro temblando. Peliculón. Este me encanta!!!",5
"La frase del día: ""En la vida nada es para siempre"" Cuando a Rajoy le piden q garantice q no volverá a subir impuestos. No cierra la puerta",2
"gracias! “@InmaBenegasi: @PilarGGranja   Gracias por hacernos entender la economia ,muy buen articulo,bs”",5
Muy clarificador !La insostenible casta parasitaria española http://t.co/Zf4hB5pD via @DiarioSigloXXI,1
Sarko comete el error de pensar q pq un periodista pregunta por algo que afecta negativamente a su país es antipatriota. A Zp tb le pasaba..,2
"Desde luego RT @jaimegtaboada: Mañana Toma de Posesión de @GarciaMartin_MA a las 11. buen amigo, Gran Político y trabajador infatigable",5
Como va eso?;-),4
Me encanta como arregla Julio Reyes...  Hacemos un buen equipo.. Gran acierto trabajar con el para el nuevo disco.,5
Buenas noches... Y que OS QUIEROOOOOOO!!! con toda mi alma;-),5
El ultimo gran servicio por la concordia en Espana de don Manuel Fraga http://t.co/2K7GzXR1 vía @Semanaldigital,4
Buenos días. La sorprendente transmutación d Rajoy da un nuevo paso: apoya la Tasa financiera tras criticar a ZP cuando la propuso en la ONU,2
Bdías. ¿Os sorprende oir a Rajoy pedir una tasa sobre transacciones? A mi mucho. ¿Os sorprende ver a Garzón en el banquillo? A mi nada.,2
Me voy a la concentración en el Supremo. Por la memoria y la justicia para todas las víctimas . Contra la corrupción. Por Garzón.,5
"Libro por escribir: ""De te quiero un huevo, amiguito del alma, a eres un gilipollas"". Anatomía autonómica del pelotazo-pirotécnico español.",2
"Ja ""principios de ultraismo y solidaridad q presiden el sistema nacional de trasplantes # #MédulaÓsea",1
Desprecio a las leyes..El TSJA anula la integración del personal de Egmasa en la agencia del enchufismo http://t.co/c3X2Sq0w via @elmundoes,2
"Gracias, Nuna, tú siempre estás ahí “@NunaLM: @pedroj_ramirez Sin duda alguna es un premio bien merecido. Enhorabuena.”",5
Muy recomendable articulo de @Amartinbeaumont sobre Fraga en La Razón. ¿Una vuelta a su antigua casa o seguirá en La Gaceta?,5
Entre esta semana y la que viene seguro que anunciaremos la gira acústica de México. besos.,5
La red @ciudadesave nos va a enriquecer y complementar a todas las ciudades. Tenemos que buscar una oferta turística única.,5
"""AVExperience,la red de ciudades AVE generará riqueza y empleo""#sevillahoy @zoidoalcalde en Madrid. http://t.co/cY73nlfS",5
"Henando, PP, ""estoy convencido de que al final de la legislatura todos los españoles pagarán menos impuestos"" #Congreso",4
"Bueno pues a las 4 voy a conocer la #chatidieta , por si te apuntas @gemmadelcorral",4
Buenas tardes amig@s. En casa descansando después del entrenamiento de la mañana. Ya queda menos. Vamos Real..!!,5
"@AlexdelaIglesia Pues es un poquito brasa, me gusto mucho mas #lachispadelavida",2
Recomiendo este artículo de sentido común sobre el techo de gasto dl catedrático F De Carreras  en @LaVanguardia http://t.co/c2o6ewFP,4
"Periódicos que se ponen estupendos con sus nuevas páginas de ""tecnología"" y al día siguiente llaman ""servicio telefónico"" a una app móvil.",2
"La buena colocación de letras del Tesoro demuestra: estaba descontada la rebaja de S&P, hay liquidez y el mercado vala las medidas de Rajoy",5
"Apertura hoy en @13tv_AlDia : ""La resurrección d la Zeja"" al rescate d #Garzón ! las disparatadas argumentaciones en favor del superjuez",2
1 taza D cafe para empezar un buen dia de trabajo! 1 taza de cafe doble para un MUUUUUY buen dia de trabajo!,5
La nueva mesa de la comisión de cultura  http://t.co/zmJnSSad,4
Gracias :-) RT @francarrillog: @ccifuentes Ayer me preguntaron por ti en este reportaje. Un saludo y ánimo con todo http://t.co/Akx8VzCb,5
IU pide al Gobierno la suspensión de los embargos de vivienda habitual que afecten a parados http://t.co/RXAlRJcl #deshaucios,4
Sólo el miedo a la derrota electoral  del @psoe puede explicar de los alcaldes del Parlamento Andaluz #elcambioandaluz,1
"Suerte a los que habéis escrito!Nos vemos el jueves en el pase de ""Jack y su gemela"" (o el viernes en los cines! ;) http://t.co/h7veFDjz",5
"En @La_SER @garciapage dice q se presentará ""si llega al convencimiento de q las 2 opciones se anulan y son malas para el partido"".",3
He apoyado la petición Firma para que los maltratadores de animales vayan a prisión y tengan una condena - http://t.co/6AoX7LX1 @actuable,4
Aprendiendo con los viejos maestros... http://t.co/9073tOTM,4
@javiercasqueiro @manusanchezg vosotros no dejéis de intentarlo!,4
"Un regalito.... Original, sencillo , creativo y precioso http://t.co/R6cFTt3A",5
"“@dolo_cruz: acabo de ver ""la chispa""FABULOSA!!!que gran esfuerzo el de @JoseMotatv La peli ha sido brillante!!!Eres un GRANDE!” gracias!!",5
"Empieza la edición 32 de la Feria Iinternacional de Turismo, (FITUR).10.000m2 y un 4% mas de participantes. Asisten 162 países.",4
"Excandidato republicano, Huntsman, abandona x la forma tóxica del discurso político basada en la división y ataques personales y negativos.",2
Aaah! Que detrás del actual procesamiento a Garzón (escuchas) está el eventual sobreseimiento d parte del caso Gürtel? Aaah!,2
"Recuerdo a Garzon ,bermejo,la fiscal,el poli de la judicial cazando gratis con Correa en el calabozo...",2
"Hoy en la portada de @20m, una manera diferente de contar el Real Madrid-Barça de esta noche http://t.co/pOfooJIx ¿Te gusta?",4
SOS en el cuerno de África. Hambruna !,1
"RT @NicodeMig ""Ahora nuestras democracias tienen al enemigo dentro"": http://t.co/dQXzvOsJ vía @LaVanguardia",2
Los abogados del turno de oficio abandonan por el recorte salarial http://t.co/NK5h5Y0L,1
"En Cataluña prohíben a los médicos atender en castellano y mossos y funcionarios sacan banderas españolas""pq la provocación funciona"".Q país",2
Como? esto que es? Los sindicatos tienen en plena crisis 9.000 tarjetas de crédito para pagar sus gastos http://t.co/GaJVqgoH,1
Cuando el FBI reproduce una parte de mi rostro en el cartel del terrorista más buscado y le pone precio a su-mi  cabeza os echáis unas risas,2
#Rajoy sale del mausoleo Real tras hacer la ofrenda floral ante la tumba dde Hassan II y Mohamed V http://t.co/CtCxCHcU,4
Me encantan estos ratos mañaneros en los que paro a tomar un te y leer el periodico tranquilamente =),5
"Pregunta: para darse d baja d un servicio d telefonía, x ley es obligatorio q te la tramiten d la misma manera q el alta? Cc @movistarpro_es",2
En el stand de @Huelvaturismo: un oferta de luz y sabor.,4
"Rossy de Palma y Alaska, en busca de la polémica http://t.co/Fq6dVNOv",2
Pero no luchaban por la cultura libre? 10 mill de euros! “@amanda_mars: Los fundadores de SeriesYonkis venden el portal http://t.co/TRrRdXq1,1
"A las 3 en @A3noticias, el gobierno exigirá “responsabilidades penales” a los gobernantes que gasten más de lo presupuestado",4
Continúa el PP  pasando factura: primero con la cifra de déficit y hoy con un juicio simbólico a los políticos. JUICIO REAL  A  CORRUPTOS.,1
The Times reconoce que no puede ser ajeno a la edición social http://t.co/LbXDqrlu para llegar al público inteligente http://t.co/2gAIu1Jy,4
"Rajoy dice que se abre ""una nueva etapa reforzando las relaciones de amistad y de buena vecindad"" con Marruecos.",5
"Hagamos entre todos #mássocialismo, más igualdad, más participación.",5
"Emotivo el email que me acaba de llegar desde Facebook: ""Tus amigos quieren que vuelvas"". #esoyamelodiranellos",4
Dos horas de clase sobre proliferation. Cason practico Iran  Alumnos de mas de 15 países 4 continentes. Muy interesante para mi. @ESADEgeo,5
"Alfredo todo mi apoyo. “@_Rubalcaba_Quiero1@PSOE de mayorías, defendiendo a los más desfavorecidos y a la clase media; de jóvenes y mayores",5
"RT @ostwitting: el pacto encubierto entre CiU-PP en Mataro ha sido bochornoso,PP despechado publica pacto en diario local #politica #mataro",1
Que alguien me cuente qué pasa en el Bernabéu!!! Que no puedo verlo!!!,2
Era fuera de juego!!!! Yo creo q este arbitro es triguillo ...,2
Aquí esta ya listo el yoghurt con mijititillas casero ;-) @mariarojo82 #chatidieta,4
Que he llegado a tiempo para verla ;-))) (watching Downton Abbey) http://t.co/NbbSq00t,5
"Esta noche en @59_segundos, interesante análisis de @jitorreblanca sobre Europa y debate sobre gasto público, Garzón, Fraga...",3
Bueno.... Muy rica la carne,5
Long day!Photo sessions! Dia largo. Sesiones de fotos. http://t.co/lwgHwc6H,3
"Gran partido, grande hermanoooo!!!!! http://t.co/0eY5v8Di",5
"Puede ser un héroe tanto el que triunfa como el que sucumbe, pero jamás el que abandona el combate. Tomas Carlyle",3
"Dos nominaciones a los Goya, una dirección sencillamente magistral#lachispadelavida http://t.co/A6b7LQgX",5
La radio pública cumple 75 años. Enhorabuena a toda la gente que la hace posible. Es más necesaria que nunca. #75añosRNE @EDCHrne,5
Qué susto tiene la izquierda con la posibilidad de ir a la cárcel si malgastan y despilfarran el dinero de nuestros impuestos!,2
Corrijo....89 millones de toneladas de comida es lo que tiramos en Europa. Perdón.,1
"#BastaYa : Un hombre mata a puñaladas a su ex mujer en Jaén y se entrega a la Guardia Civil"" http://t.co/hoKyVOyG via @elmundoes",1
@javiersolana expresa su apoyo a @_Rubalcaba_ para ser el próximo líder del PSOE  @el_pais http://t.co/94h0exrR,4
El convenio de la Generalitat con Urdangarin se firmó a propuesta de Camps ¿Debería ser imputado como lo fue Matas?,3
"Castellón: aeropuertos sin aviones, institutos sin calefacción y alumnos represaliados. Tremendo todo http://t.co/ivZsa0ok",1
El Tesoro vuelve a superar sus objetivos en la última subasta http://t.co/3N4PiEUn,5
Interior sigue renovando las estructuras policiales heredadas de Rubalcaba. Ahora toca las jefaturas superiores.,4
La Guardia de Finanzas italiana rebaja la calificación de Standard&Poors. http://t.co/lQrRIBwK,3
"Para los q no entienden pq corro, este maravilloso video q me pasado @joseareina: ESOS LOCOS QUE CORREN: http://t.co/HDlX0FNK vía @youtube",3
"Me apetece mucho el viaje de mañana a Marbella y la firma de #ElPrimerNaufragio el sábado a las 12 en ECI de Málaga. Os espero, tuiteros.",4
Que tipo de empleo se ha creado en US ultimos años ? Lecciones a sacar http://t.co/9P9Q4El5,2
"A punto d empezar en @mananascuatro con @mrtfernandez @Vallvey @jmahrens y Jorge Verstrynge... Garzón, víctima o verdugo? Visto pr sentencia",2
Lo de las mamás famosas y las marcas infantiles es total.... Alba Carrillo hace su primera aparición publicitaria http://t.co/LBdbUEH8,5
"La Generalitat les debe a ls aytos catalanes 753 según el propio gobierno.“Catalunya ens roba”? No,simplemente deudas entre administraciones",1
Es d una gran irresponsabilidad q @PepeGrinan esconda la bolita de las deudas de la Junta en #andalucia dando esas ordenes #elcambioandaluz,2
"A las 3 en @A3noticias, la policía de Italia registra Standard & Pours y la acusa de manipular el mercado",2
Gracias por los RT del tuit de la GC. La niña esta localizada ya.,5
Está la cosita muy mala. Wolverine no es lo que era. http://t.co/WAlMsg0l,1
Visa se muda a los móviles con Android para asegurar los pagos con NFC http://t.co/LVjFbIUt,5
"Tierno defendía que el progreso se basa en los pequeños gestos, más que en las grandes obras. http://t.co/YFkZI2dR",4
Vota circo. Sin palabras. Impresionante. http://t.co/CB2VpgNH,5
Seguimos trabajando para #elcambioandaluz (@ Partido Popular de Málaga) http://t.co/ZBah8gBk,5
"No tenemos nada que ocultar, si apoyan una comisión de investigación sobre la crisis y sus responsables seremos los primeros. Un paripé no.",4
Creo que he metido la pata con el RT de @vargasllosam. Parece un fake. Mis disculpas.,3
"dejo una pregunta q define perfectamente el fútbol,si el Madrid hubiera ganado el partido ayer alguien hubiera hablado d la alineación d mou",2
@iescolar @laventana Si abogados de acusados en el caso Marta del Castillo autorizaron escuchas no hay equivalencia con Garzón,1
"Me habláis del derecho de defensa, de los ricos. El de los pobres, como ellos, no tiene donde caerse muerto. El turno de oficio abandonado,",2
Bienvenido @VargasLlosaM Celebro encontrarte aquí también. Besos.,5
Nunca te acostarás sin tener un desengaño más.,2
Muy buenas noches followercetes!(#SiCierranTwitter por ultima vez) http://t.co/B7nQXd7W,3
Pues en eso estoy RT @DnLTheProvider: @AlejandroSanz Cuando sacas un nuevo ALbum.. la fanaticada esta esperando... #Kieromusicaa,4
Ayer tuve una reunión con el Gremio de Joyeros. Vamos a hacer un esfuerzo para proteger a un sector que está... http://t.co/ZGuEusOw,4
Persiste!,4
"Fijaos en la foto del angelito, conocido como Kim Schmitz, que se forraba con las descargas ilegales de Magaupload. http://t.co/MeONc3A7",1
"Wikipedia lanza aplicación gratuita para Android, para consultar contenidos de Wikipedia, compartir artículos...",4
"Que los abogados acusen a Garzón de aplicar la' Razón de Estado', y que abra con ello El Mundo es para reírse, si no fuera un escándalo.",2
Buenas. Rumbo al programa de @melchormiralles.,5
Desde luego “@RecioManolo: Pasado contrapasado no conllevabuen futuro” por eso es necesario #elcambioandaluz,2
"¿Quien aparece como mayor ""villano"" a ojos de la opinión publica, Pepe (R.Madrid) o el comandante Schettino?",2
"Buenaaaaas! Mi #FF de hoy es para #Anonymous , bueno y para la camarera q me va a poner el desayuno Haaaaaabreeeeeee!!!",4
En la Ciudad Deportiva trabajando un poco y hablando con @fontas24 y @Guaje7Villa Vamos!!!!,4
Las palabras valen ya menos que los pisos. Recortar gastos es ahora racionalizar.,2
En el blog: Cinismo a bordo http://t.co/nXnexNcp,2
"#FF @ArturoGomezQuij, por demostrar en su penúltimo tweet que un prejuicio es una oportunidad de actualización.",4
#FF RT @SantyUrbaneja: @MayteOtero @Andreita_ae @virginiacanadas @Milamorr @melina_cm @encarnialvarez @DoriLuque  me sumo #FF para todas!!!,4
#Andalucía recibe el premio al mejor stand de CCAA de #Fitur. Prueba de que nuestro sector turístico sigue al alza. Enhorabuena.,5
Me parece lógico que cierren Megaupload. De tanto en tanto Estados Unidos necesita perder una guerra.,3
"Soraya corrige a Montoro: se cumplirá el 4,4%",3
El Gobierno reclama a Cuba la liberacion de todos los presos politicos tras la muerte de uno de ellos q estaba en huelga de hambre,2
gran respeto por Alberto y por lo quje diceyLos momentos que vivimos Alberto Oliarthttp://www.elpais.com/articulo/opinion/,5
"Carlos Fabra acaba de lograr la nueva plusmarca de fianza a político: 4,2 millones. Le quita el récord a Jaume Matas http://t.co/VSGOtwtX",2
Un CEMA integrado en la CMT. Buen criterio RT @desdelamoncloa El Gobierno simplificará los organismos reguladores http://t.co/mkpcjltk,5
"¡“@135sara: HAN ENCONTRADO UN TREN DEL 11M, ESCONDIDO POR FOMENTO.¡ TOMA YA !¿Y LOS Q FALTAN ? QUE LOS SAQUEN TODOS, via interec.”",1
"De la Torre, contento porque Málaga se ha consolidado como destino urbano importante http://t.co/7VpGKYsy",5
Besos RT @lakiki_21: @AlejandroSanz jamas me dara RT :(,3
"Muchas gracias Ana. Un aBrazo RT @AnaReboiras: @AlejandroSanz buenísimo, donde yo trabajo ya han (cont) http://t.co/fjUQ79bE",5
Si. Señor.. Ahi vamos RT @jerry_bob31: @AlejandroSanz Vamos por el Nuevo Disco!!,4
El PP cree que el Gobierno de Barreda debe ser sancionado con caracter retroactivo http://t.co/RSzuXVjd vía @eldigitalcastillalamancha,2
